"race_id","date","venue","race_no","config","surface","distance","going","horse_ratings","prize","race_class","sec_time1","sec_time2","sec_time3","sec_time4","sec_time5","sec_time6","sec_time7","time1","time2","time3","time4","time5","time6","time7","place_combination1","place_combination2","place_combination3","place_combination4","place_dividend1","place_dividend2","place_dividend3","place_dividend4","win_combination1","win_dividend1","win_combination2","win_dividend2"
111,"1997-07-13","ST",8,"B",0,1200,"GOOD","G",2300000,13,23.69,22.77,22.35,NA,NA,NA,NA,23.69,46.46,68.81,NA,NA,NA,NA,10,4,13,NA,48.5,58.5,65,NA,10,153.5,NA,NA
112,"1997-07-13","ST",9,"B",0,1600,"GOOD","G",2300000,13,25.17,23.45,23.91,22.18,NA,NA,NA,25.17,48.62,72.53,94.71,NA,NA,NA,2,8,11,NA,64.5,19,27,NA,2,224,NA,NA
113,"1997-07-13","ST",10,"B",0,1400,"GOOD","105-80",1400000,1,13.66,21.97,23.97,22.41,NA,NA,NA,13.66,35.63,59.6,82.01,NA,NA,NA,9,4,3,NA,28.5,26,20,NA,9,126.5,NA,NA
114,"1997-07-13","ST",11,"B",0,1400,"GOOD","85-60",850000,3,13.83,22.81,23.78,22.55,NA,NA,NA,13.83,36.64,60.42,82.97,NA,NA,NA,10,4,7,NA,12,17.5,22,NA,10,19.5,NA,NA
115,"1997-07-16","ST",1,"A",1,1200,"GOOD","60-40",625000,4,23.73,22.91,23.31,NA,NA,NA,NA,23.73,46.64,69.95,NA,NA,NA,NA,10,11,6,NA,31,16.5,16.5,NA,10,101,NA,NA
116,"1997-07-16","ST",2,"A",1,1200,"GOOD","40-10",485000,5,24,22.47,23.9,NA,NA,NA,NA,24,46.47,70.37,NA,NA,NA,NA,3,8,9,NA,36.5,42.5,27,NA,3,118.5,NA,NA
117,"1997-07-16","ST",3,"A",1,1200,"GOOD","60-40",625000,4,24.53,22.47,23.43,NA,NA,NA,NA,24.53,47,70.43,NA,NA,NA,NA,4,2,6,NA,18,20.5,13,NA,4,73.5,NA,NA
118,"1997-07-16","ST",4,"A",1,1200,"GOOD","80-60",850000,3,23.5,21.89,22.86,NA,NA,NA,NA,23.5,45.39,68.25,NA,NA,NA,NA,9,2,3,NA,12.5,34.5,201,NA,9,19,NA,NA
119,"1997-07-16","ST",5,"A",1,1650,"GOOD","40-10",485000,5,28.78,23.62,24.95,23.96,NA,NA,NA,28.78,52.4,77.35,101.31,NA,NA,NA,1,8,5,NA,32.5,28.5,39.5,NA,1,97,NA,NA
120,"1997-07-16","ST",6,"A",1,1650,"GOOD","60-40",625000,4,28.61,23.78,24.61,23.78,NA,NA,NA,28.61,52.39,77,100.78,NA,NA,NA,5,1,4,NA,82,38.5,19,NA,5,292.5,NA,NA
121,"1997-07-16","ST",7,"A",1,1650,"GOOD","100-80",1150000,2,28.34,23.67,24.14,23.56,NA,NA,NA,28.34,52.01,76.15,99.71,NA,NA,NA,13,4,3,NA,26.5,39.5,28,NA,13,84.5,NA,NA
122,"1997-07-16","ST",8,"A",1,1650,"GOOD","80-60",850000,3,28.09,23.02,24.12,24.24,NA,NA,NA,28.09,51.11,75.23,99.47,NA,NA,NA,12,5,10,NA,27.5,39.5,44.5,NA,12,70,NA,NA
123,"1997-07-20","ST",1,"C",0,1400,"GOOD","40-10",NA,5,13.81,21.88,23.36,24.34,NA,NA,NA,13.81,35.69,59.05,83.39,NA,NA,NA,1,5,11,NA,13,42.5,18,NA,1,24.5,NA,NA
124,"1997-07-20","ST",2,"C",0,1200,"GOOD","60-40",NA,4,23.95,22.58,23.71,NA,NA,NA,NA,23.95,46.53,70.24,NA,NA,NA,NA,4,3,5,NA,33,51.5,22.5,NA,4,133,NA,NA
125,"1997-07-20","ST",3,"C",0,1800,"GOOD","40-0",NA,5,13.92,22.45,24.81,25.3,23.92,NA,NA,13.92,36.37,61.18,86.48,110.4,NA,NA,11,1,9,NA,119.5,19,65.5,NA,11,339,NA,NA
126,"1997-07-20","ST",4,"C",0,1400,"GOOD","60-40",NA,4,13.73,22.08,23.78,23.54,NA,NA,NA,13.73,35.81,59.59,83.13,NA,NA,NA,1,6,3,NA,18.5,17.5,65,NA,1,64.5,NA,NA
127,"1997-07-20","ST",5,"C",0,1800,"GOOD","60-40",NA,4,13.97,22.31,24.48,25.27,23.76,NA,NA,13.97,36.28,60.76,86.03,109.79,NA,NA,10,14,1,NA,16.5,26.5,37,NA,10,51,NA,NA
128,"1997-07-20","ST",6,"C",0,1600,"GOOD","60-40",NA,4,24.38,22.84,24.34,24.24,NA,NA,NA,24.38,47.22,71.56,95.8,NA,NA,NA,9,6,1,NA,17,13.5,39.5,NA,9,70.5,NA,NA
129,"1997-07-20","ST",7,"C",0,1000,"GOOD","80-60",NA,3,13.24,21.12,22.56,NA,NA,NA,NA,13.24,34.36,56.92,NA,NA,NA,NA,10,7,13,NA,16,40.5,13.5,NA,10,47,NA,NA
130,"1997-07-20","ST",8,"C",0,1400,"GOOD","80-60",NA,3,13.75,21.33,24.3,23.17,NA,NA,NA,13.75,35.08,59.38,82.55,NA,NA,NA,12,11,6,NA,32,20.5,11,NA,12,154,NA,NA
131,"1997-07-20","ST",9,"C",0,1600,"GOOD","100-80",NA,2,24.78,23.52,24.38,22.76,NA,NA,NA,24.78,48.3,72.68,95.44,NA,NA,NA,4,10,8,NA,15.5,17,103.5,NA,4,40,NA,NA
132,"1997-07-20","ST",10,"C",0,1600,"GOOD","80-60",NA,3,24.7,23.3,23.72,23.78,NA,NA,NA,24.7,48,71.72,95.5,NA,NA,NA,9,1,12,NA,231,35.5,32,NA,9,731,NA,NA
133,"1997-07-22","HV",1,"C",0,1200,"GOOD","40-0",NA,5,24.32,23.52,24,NA,NA,NA,NA,24.32,47.84,71.84,NA,NA,NA,NA,10,3,8,NA,16.5,31.5,16,NA,10,48.5,NA,NA
134,"1997-07-22","HV",2,"C",0,1650,"GOOD","60-40",NA,4,27.61,24.28,25.18,24.47,NA,NA,NA,27.61,51.89,77.07,101.54,NA,NA,NA,1,3,9,NA,22.5,20.5,56.5,NA,1,74.5,NA,NA
135,"1997-07-22","HV",3,"C",0,1200,"GOOD","60-40",NA,4,24.37,23.02,23.43,NA,NA,NA,NA,24.37,47.39,70.82,NA,NA,NA,NA,9,3,11,NA,22,21.5,13,NA,9,71,NA,NA
136,"1997-07-22","HV",4,"C",0,2200,"GOOD","80-60",NA,3,14.09,23.11,25.27,26.16,25.02,24.46,NA,14.09,37.2,62.47,88.63,113.65,138.11,NA,6,1,12,NA,32,33.5,49,NA,6,103.5,NA,NA
137,"1997-07-22","HV",5,"C",0,1650,"GOOD","80-60",NA,3,28.64,25.05,24.91,23.59,NA,NA,NA,28.64,53.69,78.6,102.19,NA,NA,NA,2,6,3,NA,33,20.5,15.5,NA,2,92.5,NA,NA
138,"1997-07-22","HV",6,"C",0,1200,"GOOD","80-60",NA,3,24.25,22.91,23.39,NA,NA,NA,NA,24.25,47.16,70.55,NA,NA,NA,NA,12,7,1,NA,12,48,21.5,NA,12,20,NA,NA
139,"1997-07-22","HV",7,"C",0,1200,"GOOD","100-80",NA,2,23.95,23.25,23.25,NA,NA,NA,NA,23.95,47.2,70.45,NA,NA,NA,NA,4,3,8,NA,13,23.5,62,NA,4,26,NA,NA
140,"1997-07-22","HV",8,"C",0,1800,"GOOD","105-80",NA,1,13.94,22.97,25.08,24.84,23.71,NA,NA,13.94,36.91,61.99,86.83,110.54,NA,NA,1,2,8,NA,21,19.5,18,NA,1,62.5,NA,NA
141,"1997-07-26","ST",1,"C+3",0,1400,"GOOD","40-0",NA,5,13.7,21.38,24.44,24.36,NA,NA,NA,13.7,35.08,59.52,83.88,NA,NA,NA,7,4,14,NA,37.5,29,28.5,NA,7,135,NA,NA
142,"1997-07-26","ST",2,"C+3",0,1000,"GOOD","60-40",NA,4,13.41,21.52,23.44,NA,NA,NA,NA,13.41,34.93,58.37,NA,NA,NA,NA,5,3,8,NA,25,21.5,130.5,NA,5,61.5,NA,NA
143,"1997-07-26","ST",3,"C+3",0,1400,"GOOD","60-40",NA,4,13.59,21.72,24.03,23.57,NA,NA,NA,13.59,35.31,59.34,82.91,NA,NA,NA,2,5,1,NA,11.5,32.5,23.5,NA,2,17,NA,NA
144,"1997-07-26","ST",4,"C+3",0,1600,"GOOD","40-10",NA,5,24.61,23.19,24.08,24.49,NA,NA,NA,24.61,47.8,71.88,96.37,NA,NA,NA,3,11,9,NA,40,17,16.5,NA,3,138,NA,NA
145,"1997-07-26","ST",5,"A",1,1650,"GOOD","60-40",NA,4,27.97,24,23.64,24.65,NA,NA,NA,27.97,51.97,75.61,100.26,NA,NA,NA,7,4,2,NA,24.5,27,63,NA,7,87,NA,NA
146,"1997-07-26","ST",6,"C+3",0,1400,"GOOD","60-40",NA,4,13.59,22.03,24.08,23.18,NA,NA,NA,13.59,35.62,59.7,82.88,NA,NA,NA,8,9,4,NA,14,42.5,42,NA,8,35,NA,NA
147,"1997-07-26","ST",7,"A",1,1200,"GOOD","85-60",NA,3,22.78,21.89,23.95,NA,NA,NA,NA,22.78,44.67,68.62,NA,NA,NA,NA,1,2,12,NA,11,31.5,221.5,NA,1,14.5,NA,NA
148,"1997-07-26","ST",8,"C+3",0,1400,"GOOD","80-60",NA,3,13.53,21.91,23.67,23.79,NA,NA,NA,13.53,35.44,59.11,82.9,NA,NA,NA,2,14,9,NA,26.5,38,29,NA,2,87.5,NA,NA
149,"1997-07-26","ST",9,"A",1,1650,"GOOD","80-60",NA,3,28.34,23.03,23.55,24.29,NA,NA,NA,28.34,51.37,74.92,99.21,NA,NA,NA,4,8,7,NA,34,16,41,NA,4,113.5,NA,NA
150,"1997-07-26","ST",10,"C+3",0,1400,"GOOD","110-90",NA,1,13.56,21.34,23.56,23.72,NA,NA,NA,13.56,34.9,58.46,82.18,NA,NA,NA,9,1,8,NA,130,41,16.5,NA,9,511,NA,NA
151,"1997-08-03","ST",1,"A",0,1200,"GOOD","G",NA,0,24.05,23.98,22.55,NA,NA,NA,NA,24.05,48.03,70.58,NA,NA,NA,NA,3,4,6,NA,10.5,13,22,NA,3,18,NA,NA
152,"1997-08-03","ST",2,"A",0,1200,"GOOD","60-40",NA,4,23.64,23.59,22.92,NA,NA,NA,NA,23.64,47.23,70.15,NA,NA,NA,NA,4,12,8,NA,12,77,64.5,NA,4,24.5,NA,NA
153,"1997-08-03","ST",3,"A",0,1200,"GOOD","80-60",NA,3,23.94,22.67,23.17,NA,NA,NA,NA,23.94,46.61,69.78,NA,NA,NA,NA,10,7,6,NA,74,17,13,NA,10,255.5,NA,NA
154,"1997-08-03","ST",4,"A",0,1600,"GOOD","60-40",NA,4,25.08,23.47,24.45,23.58,NA,NA,NA,25.08,48.55,73,96.58,NA,NA,NA,11,10,14,NA,41,14.5,136.5,NA,11,154.5,NA,NA
155,"1997-08-03","ST",5,"A",0,2000,"GOOD","60-40",NA,4,26.34,24.55,25.2,24.19,24.06,NA,NA,26.34,50.89,76.09,100.28,124.34,NA,NA,10,12,4,NA,16.5,16.5,22.5,NA,10,38,NA,NA
156,"1997-08-03","ST",6,"A",0,1800,"GOOD","80-60",NA,3,13.86,22.84,24.28,24.98,22.81,NA,NA,13.86,36.7,60.98,85.96,108.77,NA,NA,14,6,1,7,24,21.5,25.5,10.1,14,75,NA,NA
157,"1997-08-03","ST",7,"A",0,1400,"GOOD","95-75",NA,2,13.56,22.14,23.83,22.76,NA,NA,NA,13.56,35.7,59.53,82.29,NA,NA,NA,3,6,2,NA,13,81,14,NA,3,25.5,NA,NA
158,"1997-08-03","ST",8,"A",0,2000,"GOOD","G",NA,12,27,24.8,24.05,23.81,22.75,NA,NA,27,51.8,75.85,99.66,122.41,NA,NA,1,7,6,NA,10.1,26,14.5,NA,1,13,NA,NA
159,"1997-08-03","ST",9,"A",0,1600,"GOOD","105-80",NA,1,24.59,23.02,23.62,22.93,NA,NA,NA,24.59,47.61,71.23,94.16,NA,NA,NA,12,3,14,NA,23.5,17,80,NA,12,71,NA,NA
160,"1997-08-03","ST",10,"A",0,1400,"GOOD","80-60",NA,3,13.67,22.28,24.38,22.64,NA,NA,NA,13.67,35.95,60.33,82.97,NA,NA,NA,1,9,14,NA,12.5,25.5,309,NA,1,20.5,NA,NA
161,"1997-08-03","ST",11,"A",0,1200,"GOOD","100-80",NA,2,23.52,22.25,23.35,NA,NA,NA,NA,23.52,45.77,69.12,NA,NA,NA,NA,10,2,8,NA,12.5,27,251.5,NA,10,17.5,NA,NA
162,"1997-08-06","HV",1,"A",0,1000,"GOOD","40-10",NA,5,12.8,21.84,24,NA,NA,NA,NA,12.8,34.64,58.64,NA,NA,NA,NA,7,8,3,NA,17,30,26.5,NA,7,54.5,NA,NA
163,"1997-08-06","HV",2,"A",0,1200,"GOOD","60-40",NA,4,23.88,23.66,23.52,NA,NA,NA,NA,23.88,47.54,71.06,NA,NA,NA,NA,12,9,4,NA,93.5,13.5,68.5,NA,12,256,NA,NA
164,"1997-08-06","HV",3,"A",0,1200,"GOOD","60-40",NA,4,23.84,24.39,23.61,NA,NA,NA,NA,23.84,48.23,71.84,NA,NA,NA,NA,7,1,8,NA,30.5,15.5,54.5,NA,7,127.5,NA,NA
165,"1997-08-06","HV",4,"A",0,1800,"GOOD","40-10",NA,5,13.77,22.33,24.78,26.06,25.1,NA,NA,13.77,36.1,60.88,86.94,112.04,NA,NA,5,4,2,NA,66.5,43,31.5,NA,5,251.5,NA,NA
166,"1997-08-06","HV",5,"A",0,1650,"GOOD","60-40",NA,4,28.53,25.34,24.53,23.9,NA,NA,NA,28.53,53.87,78.4,102.3,NA,NA,NA,2,8,11,NA,17,12,63,NA,2,45.5,NA,NA
167,"1997-08-06","HV",6,"A",0,1650,"GOOD","85-60",NA,3,27.91,24.8,24.88,23.68,NA,NA,NA,27.91,52.71,77.59,101.27,NA,NA,NA,5,8,4,NA,13,23.5,26,NA,5,23,NA,NA
168,"1997-08-06","HV",7,"A",0,1000,"GOOD","85-60",NA,3,12.41,21.53,23.59,NA,NA,NA,NA,12.41,33.94,57.53,NA,NA,NA,NA,4,5,11,NA,15,47.5,26.5,NA,4,52,NA,NA
169,"1997-08-06","HV",8,"A",0,1650,"GOOD","80-60",NA,3,28.06,24.62,25.36,24.08,NA,NA,NA,28.06,52.68,78.04,102.12,NA,NA,NA,12,1,4,NA,19,29.5,29.5,NA,12,43,NA,NA
170,"1997-08-10","ST",1,"B",0,1200,"GOOD","40-15",NA,5,23.89,22.81,23.71,NA,NA,NA,NA,23.89,46.7,70.41,NA,NA,NA,NA,6,10,14,NA,63.5,34.5,33.5,NA,6,207.5,NA,NA
171,"1997-08-10","ST",2,"A",1,1650,"GOOD","40-0",NA,5,28.38,23.7,25.02,23.69,NA,NA,NA,28.38,52.08,77.1,100.79,NA,NA,NA,1,3,13,NA,39,21.5,58,NA,1,97.5,NA,NA
172,"1997-08-10","ST",3,"B",0,1200,"GOOD","60-40",NA,4,24.52,23.27,22.85,NA,NA,NA,NA,24.52,47.79,70.64,NA,NA,NA,NA,1,5,11,NA,12.5,74.5,62.5,NA,1,25,NA,NA
173,"1997-08-10","ST",4,"B",0,2000,"GOOD","105-80",NA,1,26.25,24.8,25.77,23.94,22.46,NA,NA,26.25,51.05,76.82,100.76,123.22,NA,NA,5,3,2,NA,24.5,14,29,NA,5,100,NA,NA
174,"1997-08-10","ST",5,"B",0,1400,"GOOD","60-40",NA,4,13.5,21.62,23.14,23.85,NA,NA,NA,13.5,35.12,58.26,82.11,NA,NA,NA,6,1,14,NA,22.5,11.5,130.5,NA,6,112.5,NA,NA
175,"1997-08-10","ST",6,"B",0,1600,"GOOD","80-60",NA,3,24.34,24.02,23.86,23.16,NA,NA,NA,24.34,48.36,72.22,95.38,NA,NA,NA,3,13,7,NA,28.5,28.5,30,NA,3,75,NA,NA
176,"1997-08-10","ST",7,"A",1,1650,"GOOD","105-80",NA,1,27.92,23.58,23.94,23.4,NA,NA,NA,27.92,51.5,75.44,98.84,NA,NA,NA,6,9,7,NA,14,25.5,15.5,NA,6,29,NA,NA
177,"1997-08-10","ST",8,"B",0,1600,"GOOD","G",NA,12,25.19,22.86,22.55,22.68,NA,NA,NA,25.19,48.05,70.6,93.28,NA,NA,NA,3,7,1,NA,15,22.5,11,NA,3,54.5,NA,NA
178,"1997-08-10","ST",9,"B",0,1200,"GOOD","G",NA,12,23.16,22.33,22.71,NA,NA,NA,NA,23.16,45.49,68.2,NA,NA,NA,NA,4,2,6,NA,25,15.5,16.5,NA,4,69.5,NA,NA
179,"1997-08-10","ST",10,"B",0,1200,"GOOD","80-60",NA,3,24.22,22.52,22.98,NA,NA,NA,NA,24.22,46.74,69.72,NA,NA,NA,NA,12,2,11,NA,13,118.5,82.5,NA,12,31.5,NA,NA
180,"1997-08-10","ST",11,"B",0,1400,"GOOD","80-60",NA,3,13.64,22.06,23.66,23.05,NA,NA,NA,13.64,35.7,59.36,82.41,NA,NA,NA,12,8,9,NA,26.5,51.5,22.5,NA,12,81,NA,NA
181,"1997-08-13","HV",1,"C",0,1650,"GOOD","40-0",NA,5,27.95,25.16,25.55,23.91,NA,NA,NA,27.95,53.11,78.66,102.57,NA,NA,NA,7,8,12,NA,21.5,19.5,27.5,NA,7,55.5,NA,NA
182,"1997-08-13","HV",2,"C",0,1650,"GOOD","60-40",NA,4,28.8,24.56,24,24.15,NA,NA,NA,28.8,53.36,77.36,101.51,NA,NA,NA,6,5,1,NA,25,25.5,28.5,NA,6,77.5,NA,NA
183,"1997-08-13","HV",3,"C",0,1000,"GOOD","60-40",NA,4,13.02,21.53,23.7,NA,NA,NA,NA,13.02,34.55,58.25,NA,NA,NA,NA,11,10,3,NA,113,21,26,NA,11,365,NA,NA
184,"1997-08-13","HV",4,"C",0,1800,"GOOD","60-40",NA,4,13.77,22.92,24.72,25.16,24.63,NA,NA,13.77,36.69,61.41,86.57,111.2,NA,NA,6,11,8,NA,22,39.5,15.5,NA,6,73.5,NA,NA
185,"1997-08-13","HV",5,"C",0,1200,"GOOD","80-60",NA,3,23.78,23.22,23.6,NA,NA,NA,NA,23.78,47,70.6,NA,NA,NA,NA,5,2,9,NA,14,83,17.5,NA,5,24.5,NA,NA
186,"1997-08-13","HV",6,"C",0,1200,"GOOD","80-60",NA,3,24.31,23.25,23.03,NA,NA,NA,NA,24.31,47.56,70.59,NA,NA,NA,NA,7,12,10,NA,21,16,56.5,NA,7,59,NA,NA
187,"1997-08-13","HV",7,"C",0,1650,"GOOD","80-60",NA,3,27.88,25.74,24.23,23.58,NA,NA,NA,27.88,53.62,77.85,101.43,NA,NA,NA,2,3,7,NA,17.5,26.5,52.5,NA,2,47,NA,NA
188,"1997-08-13","HV",8,"C",0,1200,"GOOD","100-80",NA,2,23.67,22.52,23.5,NA,NA,NA,NA,23.67,46.19,69.69,NA,NA,NA,NA,10,11,8,NA,27,88,22,NA,10,79,NA,NA
189,"1997-08-17","ST",1,"C",0,1000,"GOOD TO FIRM","60-40",NA,4,13.72,21.33,22.51,NA,NA,NA,NA,13.72,35.05,57.56,NA,NA,NA,NA,10,1,14,NA,14,12.5,36,NA,10,30.5,NA,NA
190,"1997-08-17","ST",2,"C",0,1400,"GOOD TO FIRM","40-15",NA,5,13.56,21.25,24.24,23.92,NA,NA,NA,13.56,34.81,59.05,82.97,NA,NA,NA,1,3,5,NA,10.1,43.5,37.5,NA,1,18,NA,NA
191,"1997-08-17","ST",3,"C",0,1400,"GOOD TO FIRM","60-40",NA,4,13.55,21.44,24.31,23.78,NA,NA,NA,13.55,34.99,59.3,83.08,NA,NA,NA,3,8,1,NA,14,24,89.5,NA,3,35,NA,NA
192,"1997-08-17","ST",4,"C",0,1800,"GOOD TO FIRM","80-60",NA,3,13.91,22.25,24,24.08,23.89,NA,NA,13.91,36.16,60.16,84.24,108.13,NA,NA,2,10,3,NA,21,25.5,28,NA,2,63.5,NA,NA
193,"1997-08-17","ST",5,"C",0,1800,"GOOD TO FIRM","60-40",NA,4,13.84,22.03,24.31,25,23.89,NA,NA,13.84,35.87,60.18,85.18,109.07,NA,NA,7,2,11,NA,36.5,15.5,21,NA,7,118,NA,NA
194,"1997-08-17","ST",6,"C",0,1000,"GOOD TO FIRM","80-60",NA,3,13.45,21.33,22.35,NA,NA,NA,NA,13.45,34.78,57.13,NA,NA,NA,NA,4,1,10,NA,29.5,12.5,48.5,NA,4,103,NA,NA
195,"1997-08-17","ST",7,"C",0,1400,"GOOD TO FIRM","80-60",NA,3,13.77,21.27,23.61,23.2,NA,NA,NA,13.77,35.04,58.65,81.85,NA,NA,NA,6,10,4,NA,12,14,14.5,NA,6,23.5,NA,NA
196,"1997-08-17","ST",8,"C",0,1400,"GOOD TO FIRM","115-90",NA,1,13.78,22.17,23.5,22.66,NA,NA,NA,13.78,35.95,59.45,82.11,NA,NA,NA,13,6,2,NA,24.5,24.5,136,NA,13,106,NA,NA
197,"1997-08-17","ST",9,"C",0,1400,"GOOD TO FIRM","80-60",NA,3,13.78,22.75,23.64,23,NA,NA,NA,13.78,36.53,60.17,83.17,NA,NA,NA,4,14,13,NA,12,27,24.5,NA,4,20,NA,NA
198,"1997-08-17","ST",10,"C",0,1600,"GOOD TO FIRM","100-75",NA,2,24.53,24.3,24,22.77,NA,NA,NA,24.53,48.83,72.83,95.6,NA,NA,NA,13,8,4,NA,15,30,16,NA,13,46.5,NA,NA
199,"1997-08-20","HV",1,"C+3",0,2200,"GOOD","40-0",NA,5,14.27,23.22,25.47,26.64,26.12,24.18,NA,14.27,37.49,62.96,89.6,115.72,139.9,NA,3,11,8,NA,16,57,18,NA,3,35,NA,NA
200,"1997-08-20","HV",2,"C+3",0,1200,"GOOD","60-40",NA,4,24.12,22.88,23.54,NA,NA,NA,NA,24.12,47,70.54,NA,NA,NA,NA,10,4,8,NA,17,15.5,71,NA,10,57.5,NA,NA
201,"1997-08-20","HV",3,"C+3",0,1000,"GOOD","60-40",NA,4,12.92,21.72,22.85,NA,NA,NA,NA,12.92,34.64,57.49,NA,NA,NA,NA,2,1,4,NA,15,26.5,18.5,NA,2,41.5,NA,NA
202,"1997-08-20","HV",4,"C+3",0,1650,"GOOD","60-40",NA,4,28.56,24.67,26.44,23.29,NA,NA,NA,28.56,53.23,79.67,102.96,NA,NA,NA,5,9,11,NA,23,30.5,93,NA,5,69,NA,NA
203,"1997-08-20","HV",5,"C+3",0,1650,"GOOD","60-40",NA,4,28.86,24.86,25.92,22.94,NA,NA,NA,28.86,53.72,79.64,102.58,NA,NA,NA,5,2,3,NA,13.5,47,28,NA,5,31,NA,NA
204,"1997-08-20","HV",6,"C+3",0,1000,"GOOD","80-60",NA,3,12.84,22.22,22.73,NA,NA,NA,NA,12.84,35.06,57.79,NA,NA,NA,NA,12,8,2,NA,33,90.5,27,NA,12,99,NA,NA
205,"1997-08-20","HV",7,"C+3",0,1650,"GOOD","80-60",NA,3,27.19,24.31,24.84,24.35,NA,NA,NA,27.19,51.5,76.34,100.69,NA,NA,NA,2,6,10,NA,60.5,26.5,19,NA,2,286,NA,NA
206,"1997-08-20","HV",8,"C+3",0,1650,"GOOD","95-75",NA,2,28.25,24.06,24.47,23.78,NA,NA,NA,28.25,52.31,76.78,100.56,NA,NA,NA,3,9,8,NA,35,61,26.5,NA,3,135,NA,NA
207,"1997-08-23","ST",1,"C+3",0,1400,"GOOD","G",NA,0,13.7,21.61,23.48,23.34,NA,NA,NA,13.7,35.31,58.79,82.13,NA,NA,NA,4,1,9,NA,10.5,55.5,59,NA,4,15,NA,NA
208,"1997-08-23","ST",2,"A",1,1200,"GOOD","40-0",NA,5,23.41,22.66,23.98,NA,NA,NA,NA,23.41,46.07,70.05,NA,NA,NA,NA,3,12,7,NA,29,18.5,36,NA,3,108,NA,NA
209,"1997-08-23","ST",3,"A",1,1200,"GOOD","60-40",NA,4,23.91,22.72,23.77,NA,NA,NA,NA,23.91,46.63,70.4,NA,NA,NA,NA,8,7,3,NA,13.5,38,26.5,NA,8,37,NA,NA
210,"1997-08-23","ST",4,"A",1,1800,"GOOD","65-40",NA,4,14.09,23.12,23.62,24.62,23.8,NA,NA,14.09,37.21,60.83,85.45,109.25,NA,NA,9,1,11,NA,15.5,46.5,27.5,NA,9,41.5,NA,NA
211,"1997-08-23","ST",5,"A",1,1200,"GOOD","80-60",NA,3,23.42,22.23,24.11,NA,NA,NA,NA,23.42,45.65,69.76,NA,NA,NA,NA,7,1,12,NA,29.5,35,17.5,NA,7,95.5,NA,NA
212,"1997-08-23","ST",6,"C+3",0,1400,"GOOD","65-40",NA,4,13.58,21.73,23.78,23.79,NA,NA,NA,13.58,35.31,59.09,82.88,NA,NA,NA,13,12,3,NA,37,16.5,38.5,NA,13,137.5,NA,NA
213,"1997-08-23","ST",7,"A",1,1200,"GOOD","80-60",NA,3,24.02,22.41,23.14,NA,NA,NA,NA,24.02,46.43,69.57,NA,NA,NA,NA,4,2,8,NA,45.5,26,21.5,NA,4,135.5,NA,NA
214,"1997-08-23","ST",8,"A",1,1200,"GOOD","100-80",NA,2,23.45,22.12,23.01,NA,NA,NA,NA,23.45,45.57,68.58,NA,NA,NA,NA,4,7,9,NA,12.5,16.5,33.5,NA,4,16.5,NA,NA
215,"1997-08-23","ST",9,"A",1,1650,"GOOD","80-60",NA,3,28.16,24.2,23.89,23.51,NA,NA,NA,28.16,52.36,76.25,99.76,NA,NA,NA,6,13,10,NA,24.5,63.5,91.5,NA,6,76,NA,NA
216,"1997-08-23","ST",10,"C+3",0,1400,"GOOD","95-75",NA,2,13.8,21.7,23.75,23.16,NA,NA,NA,13.8,35.5,59.25,82.41,NA,NA,NA,6,13,14,NA,69.5,93.5,205,NA,6,373,NA,NA
217,"1997-08-27","HV",1,"A",0,1650,"GOOD","40-15",NA,5,27.75,24.41,25.56,24.44,NA,NA,NA,27.75,52.16,77.72,102.16,NA,NA,NA,4,2,7,NA,26,18.5,20.5,NA,4,73.5,NA,NA
218,"1997-08-27","HV",2,"A",0,2200,"GOOD","80-60",NA,3,14.28,23.83,24.59,26.06,24.94,24.09,NA,14.28,38.11,62.7,88.76,113.7,137.79,NA,9,3,5,NA,42,32,19.5,NA,9,125.5,NA,NA
219,"1997-08-27","HV",3,"A",0,1650,"GOOD","60-40",NA,4,27.66,23.72,24.19,25.28,NA,NA,NA,27.66,51.38,75.57,100.85,NA,NA,NA,3,11,2,NA,43,18.5,24,NA,3,147.5,NA,NA
220,"1997-08-27","HV",4,"A",0,1200,"GOOD","60-40",NA,4,23.97,23.27,23.5,NA,NA,NA,NA,23.97,47.24,70.74,NA,NA,NA,NA,3,9,5,NA,31,41.5,55,NA,3,104,NA,NA
221,"1997-08-27","HV",5,"A",0,1800,"GOOD","60-40",NA,4,13.89,22.77,25.47,25.19,24.07,NA,NA,13.89,36.66,62.13,87.32,111.39,NA,NA,8,10,7,NA,31.5,15.5,19.5,NA,8,125,NA,NA
222,"1997-08-27","HV",6,"A",0,1200,"GOOD","80-60",NA,3,23.77,22.59,23.78,NA,NA,NA,NA,23.77,46.36,70.14,NA,NA,NA,NA,8,6,2,NA,28.5,59.5,15.5,NA,8,85.5,NA,NA
223,"1997-08-27","HV",7,"A",0,1650,"GOOD","80-60",NA,3,28.81,24.45,25,23.51,NA,NA,NA,28.81,53.26,78.26,101.77,NA,NA,NA,5,9,7,NA,15,15.5,18,NA,5,33.5,NA,NA
224,"1997-08-27","HV",8,"A",0,1800,"GOOD","105-80",NA,1,13.36,22.62,25.7,25.64,23.38,NA,NA,13.36,35.98,61.68,87.32,110.7,NA,NA,3,9,1,NA,15,28,15,NA,3,30,NA,NA
